3.1016 0 1 20.8866 -9.7497 0.4964 16.9730 -11.0888 0.5008 4.1363 3.4701 3.9759E-01 9.1752E+01 1.1986E+00 -3.4512E+00 1.2355E+00 2.0000E+00 -565.0299 -174.9984 0.0000 -117.1759 -36.2474 0.0000 0.0000 2.9976 6 0 1
3.1016 1 2 24.0546 -0.0616 0.4568 20.1032 4.1804 0.5085 5.7955 13.6609 1.4148E+01 2.6931E+00 3.6960E+00 3.3872E+00 2.4398E-01 2.0000E+00 -35.0543 33.8403 0.0000 -1183.6443 1142.6516 0.0000 0.0000 2.7316 5 0 2
3.1016 2 1 21.9823 -8.2747 0.5380 17.3470 -7.6029 0.5436 4.6825 369.8169 5.4147E-02 -2.0322E+00 1.5444E+01 -1.2061E+00 -3.5543E+00 2.0000E+00 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.6808 2.9927 5 1 1
3.1016 3 2 17.1934 21.1596 0.5287 16.8772 16.3856 0.5278 4.6916 3.3311 3.7371E+02 3.2553E+02 1.9551E+00 3.5344E-02 7.8581E-01 2.0000E+00 -207.3946 -2445.3355 0.0000 -45.0630 -528.8607 0.0000 0.6918 2.9097 5 1 2
3.1016 4 2 -11.5757 -4.4536 0.3954 -9.0970 -0.2277 0.3864 4.8944 436.3776 1.6396E+03 1.0780E+02 -8.0510E+00 -6.0278E+00 -3.3591E+00 2.0000E+00 268.0589 489.8537 0.0000 58567.5481 85681.0766 0.0000 1.1549 2.8321 4 2 2
3.1016 5 1 -2.9135 3.9205 0.4559 -7.6507 9.3050 0.4581 7.1671 -60.2854 2.8180E+02 1.2131E+02 -8.2256E+00 2.3380E+00 -1.9573E+00 2.0000E+00 716.6831 -661.6515 0.0000 131630.0447 -97985.6287 0.0000 1.1667 2.8697 4 2 1
3.1016 6 1 16.6531 -10.1231 0.4874 12.4184 -10.6789 0.4902 4.2708 139.5425 5.0519E+01 5.1912E+01 8.0009E+00 -7.7418E+00 -9.4094E-01 2.0000E+00 -242.6477 207.8790 0.0000 -68397.6301 59556.7433 0.0000 1.2356 3.0294 4 1 1
3.1016 7 2 2.1290 8.9829 0.5460 1.7871 4.2047 0.5509 4.7658 1214.4000 1.9519E+03 2.7646E+02 3.3806E+00 2.0393E+00 -1.9979E+00 2.0000E+00 -910.0498 -1328.3686 0.0000 -48828.0102 -30867.7959 0.0000 1.2657 3.0031 4 1 2
3.1016 8 2 1.0538 5.6969 0.5431 -3.0925 9.8386 0.5433 5.8587 1621.5908 1.1867E+03 1.6522E+02 -4.7255E-01 7.5446E+00 -8.8007E-02 2.0000E+00 489.3559 -1238.3569 0.0000 36910.7999 -121903.6021 0.0000 1.5585 2.8037 3 3 2
3.1016 9 1 -8.0233 -15.4327 0.5197 -12.7918 -13.8506 0.5255 5.0228 1822.2149 1.6584E+02 3.0752E+02 4.9913E-01 -1.0411E+01 1.8715E-01 2.0000E+00 -2324.6770 750.6276 0.0000 -58781.3746 18936.4062 0.0000 1.6137 2.9700 3 3 1
3.1016 10 2 8.5473 10.7790 0.5005 6.8701 6.9104 0.5064 4.1347 15.8223 1.0274E+02 4.7743E+02 -1.4218E+00 3.4855E-01 2.4851E+00 2.0000E+00 -1114.4464 -2975.5943 0.0000 -102.3507 -297.6555 0.0000 1.6229 2.9435 3 2 2
3.1016 11 1 -2.3694 -7.8504 0.4773 -7.1594 -6.5647 0.4914 4.9569 20.7211 2.7421E+02 1.3202E+03 -1.8249E+00 -8.6484E+00 -2.3365E+00 2.0000E+00 125.5485 710.3630 0.0000 280.6207 1086.9333 0.0000 1.6661 2.9606 3 2 1
